1 1529 0.128 0.25 0 0 0 0 0 -0.0774009 0 0 0 
1 1529 0.128 0.25 0 -7.05569e-05 -9.81e-08 0 -55.6694 -0.0774009 0 -3066.87 -1.29815e-08 
1 1529 0.128 0.25 0 -0.00027914 -1.962e-07 0 -164.572 -0.0774009 0 -12252.9 -5.18728e-08 
1 1529 0.128 0.25 0 -0.000620807 -2.943e-07 0 -269.575 -0.0774009 0 -27529.6 -1.16568e-07 
1 1529 0.128 0.25 0 -0.0010919 -3.924e-07 0 -371.69 -0.0774009 0 -48867.7 -2.06958e-07 
1 1529 0.128 0.25 0 -0.00168887 -4.905e-07 0 -471.013 -0.0774009 0 -76235.5 -3.22922e-07 
1 1529 0.128 0.25 0 -0.00240834 -5.886e-07 0 -567.659 -0.0774009 0 -109598 -4.64327e-07 
1 1529 0.128 0.25 0 -0.00324703 -6.867e-07 0 -661.732 -0.0774009 0 -148917 -6.3103e-07 
1 1529 0.128 0.25 0 -0.00420183 -7.848e-07 0 -753.332 -0.0774009 0 -194153 -8.22875e-07 
1 1529 0.128 0.25 0 -0.0052697 -8.829e-07 0 -842.553 -0.0774009 0 -245261 -1.0397e-06 
1 1529 0.128 0.25 0 -0.00644776 -9.81e-07 0 -929.485 -0.0774009 0 -302197 -1.28132e-06 
1 1529 0.128 0.25 0 -0.00773319 -1.0791e-06 0 -1014.21 -0.0774009 0 -364913 -1.54757e-06 
1 1529 0.128 0.25 0 -0.00912332 -1.1772e-06 0 -1096.81 -0.0774009 0 -433358 -1.83824e-06 
1 1529 0.128 0.25 0 -0.0106155 -1.2753e-06 0 -1177.35 -0.0774009 0 -507481 -2.15314e-06 
1 1529 0.128 0.25 0 -0.0122073 -1.3734e-06 0 -1255.92 -0.0774009 0 -587228 -2.49206e-06 
1 1529 0.128 0.25 0 -0.0138962 -1.4715e-06 0 -1332.57 -0.0774009 0 -672542 -2.85479e-06 
1 1529 0.128 0.25 0 -0.01568 -1.5696e-06 0 -1407.36 -0.0774009 0 -763367 -3.2411e-06 
1 1529 0.128 0.25 0 -0.0175562 -1.6677e-06 0 -1480.37 -0.0774009 0 -859644 -3.65077e-06 
1 1529 0.128 0.25 0 -0.0195228 -1.7658e-06 0 -1551.64 -0.0774009 0 -961313 -4.08357e-06 
1 1529 0.128 0.25 0 -0.0215776 -1.8639e-06 0 -1621.23 -0.0774009 0 -1.06831e+06 -4.53927e-06 
1 1529 0.128 0.25 0 -0.0237186 -1.962e-06 0 -1689.19 -0.0774009 0 -1.18058e+06 -5.01761e-06 
1 1529 0.128 0.25 0 -0.0259436 -2.0601e-06 0 -1755.57 -0.0774009 0 -1.29805e+06 -5.51837e-06 
1 1529 0.128 0.25 0 -0.0282508 -2.1582e-06 0 -1820.41 -0.0774009 0 -1.42066e+06 -6.04128e-06 
1 1529 0.128 0.25 0 -0.0306384 -2.2563e-06 0 -1883.76 -0.0774009 0 -1.54834e+06 -6.58609e-06 
1 1529 0.128 0.25 0 -0.0331044 -2.3544e-06 0 -1945.66 -0.0774009 0 -1.68103e+06 -7.15255e-06 
1 1529 0.128 0.25 0 -0.035647 -2.4525e-06 0 -2006.14 -0.0774009 0 -1.81866e+06 -7.74041e-06 
1 1529 0.128 0.25 0 -0.0382646 -2.5506e-06 0 -2065.25 -0.0774009 0 -1.96116e+06 -8.34939e-06 
1 1529 0.128 0.25 0 -0.0409553 -2.6487e-06 0 -2123.02 -0.0774009 0 -2.10846e+06 -8.97925e-06 
1 1529 0.128 0.25 0 -0.0437177 -2.7468e-06 0 -2179.48 -0.0774009 0 -2.2605e+06 -9.62971e-06 
1 1529 0.128 0.25 0 -0.04655 -2.8449e-06 0 -2234.67 -0.0774009 0 -2.41721e+06 -1.03005e-05 
1 1529 0.128 0.25 0 -0.0494506 -2.943e-06 0 -2288.62 -0.0774009 0 -2.57851e+06 -1.09914e-05 
1 1529 0.128 0.25 0 -0.0524181 -3.0411e-06 0 -2341.35 -0.0774009 0 -2.74433e+06 -1.17021e-05 
1 1529 0.128 0.25 0 -0.0554509 -3.1392e-06 0 -2392.89 -0.0774009 0 -2.91461e+06 -1.24323e-05 
1 1529 0.128 0.25 0 -0.0585476 -3.2373e-06 0 -2443.27 -0.0774009 0 -3.08928e+06 -1.31817e-05 
1 1529 0.128 0.25 0 -0.0617067 -3.3354e-06 0 -2492.52 -0.0774009 0 -3.26827e+06 -1.39502e-05 
1 1529 0.128 0.25 0 -0.0649268 -3.4335e-06 0 -2540.65 -0.0774009 0 -3.4515e+06 -1.47374e-05 
1 1529 0.128 0.25 0 -0.0682065 -3.5316e-06 0 -2587.7 -0.0774009 0 -3.63891e+06 -1.55431e-05 
1 1529 0.128 0.25 0 -0.0715445 -3.6297e-06 0 -2633.68 -0.0774009 0 -3.83042e+06 -1.6367e-05 
1 1529 0.128 0.25 0 -0.0749394 -3.7278e-06 0 -2678.62 -0.0774009 0 -4.02597e+06 -1.72088e-05 
1 1529 0.128 0.25 0 -0.0783901 -3.8259e-06 0 -2722.54 -0.0774009 0 -4.22548e+06 -1.80682e-05 
1 1529 0.128 0.25 0 -0.0818951 -3.924e-06 0 -2765.45 -0.0774009 0 -4.4289e+06 -1.89451e-05 
1 1529 0.128 0.25 0 -0.0854532 -4.0221e-06 0 -2807.38 -0.0774009 0 -4.63614e+06 -1.98391e-05 
1 1529 0.128 0.25 0 -0.0890633 -4.1202e-06 0 -2848.34 -0.0774009 0 -4.84714e+06 -2.075e-05 
1 1529 0.128 0.25 0 -0.0927241 -4.2183e-06 0 -2888.35 -0.0774009 0 -5.06184e+06 -2.16775e-05 
1 1529 0.128 0.25 0 -0.0964344 -4.3164e-06 0 -2927.44 -0.0774009 0 -5.28016e+06 -2.26213e-05 
1 1529 0.128 0.25 0 -0.100193 -4.4145e-06 0 -2965.61 -0.0774009 0 -5.50204e+06 -2.35812e-05 
1 1529 0.128 0.25 0 -0.103999 -4.5126e-06 0 -3002.88 -0.0774009 0 -5.7274e+06 -2.4557e-05 
1 1529 0.128 0.25 0 -0.107851 -4.6107e-06 0 -3039.26 -0.0774009 0 -5.9562e+06 -2.55484e-05 
1 1529 0.128 0.25 0 -0.111748 -4.7088e-06 0 -3074.78 -0.0774009 0 -6.18835e+06 -2.65551e-05 
1 1529 0.128 0.25 0 -0.115689 -4.8069e-06 0 -3109.45 -0.0774009 0 -6.4238e+06 -2.7577e-05 
1 1529 0.128 0.25 0 -0.119673 -4.905e-06 0 -3143.27 -0.0774009 0 -6.66248e+06 -2.86136e-05 
1 1529 0.128 0.25 0 -0.123699 -5.0031e-06 0 -3176.28 -0.0774009 0 -6.90432e+06 -2.96649e-05 
1 1529 0.128 0.25 0 -0.127765 -5.1012e-06 0 -3208.47 -0.0774009 0 -7.14927e+06 -3.07306e-05 
1 1529 0.128 0.25 0 -0.131871 -5.1993e-06 0 -3239.86 -0.0774009 0 -7.39727e+06 -3.18104e-05 
1 1529 0.128 0.25 0 -0.136017 -5.2974e-06 0 -3270.46 -0.0774009 0 -7.64824e+06 -3.2904e-05 
1 1529 0.128 0.25 0 -0.140199 -5.3955e-06 0 -3300.29 -0.0774009 0 -7.90213e+06 -3.40114e-05 
1 1529 0.128 0.25 0 -0.144419 -5.4936e-06 0 -3329.36 -0.0774009 0 -8.15888e+06 -3.51321e-05 
1 1529 0.128 0.25 0 -0.148675 -5.5917e-06 0 -3357.68 -0.0774009 0 -8.41842e+06 -3.62661e-05 
1 1529 0.128 0.25 0 -0.152965 -5.6898e-06 0 -3385.25 -0.0774009 0 -8.68071e+06 -3.7413e-05 
1 1529 0.128 0.25 0 -0.15729 -5.7879e-06 0 -3412.1 -0.0774009 0 -8.94568e+06 -3.85727e-05 
1 1529 0.128 0.25 0 -0.161648 -5.886e-06 0 -3438.23 -0.0774009 0 -9.21328e+06 -3.97449e-05 
1 1529 0.128 0.25 0 -0.166038 -5.9841e-06 0 -3463.65 -0.0774009 0 -9.48344e+06 -4.09294e-05 
1 1529 0.128 0.25 0 -0.170459 -6.0822e-06 0 -3488.38 -0.0774009 0 -9.75613e+06 -4.21261e-05 
1 1529 0.128 0.25 0 -0.174911 -6.1803e-06 0 -3512.42 -0.0774009 0 -1.00313e+07 -4.33346e-05 
1 1529 0.128 0.25 0 -0.179392 -6.2784e-06 0 -3535.79 -0.0774009 0 -1.03088e+07 -4.45549e-05 
1 1529 0.128 0.25 0 -0.183902 -6.3765e-06 0 -3558.5 -0.0774009 0 -1.05887e+07 -4.57866e-05 
1 1529 0.128 0.25 0 -0.18844 -6.4746e-06 0 -3580.56 -0.0774009 0 -1.08709e+07 -4.70297e-05 
1 1529 0.128 0.25 0 -0.193005 -6.5727e-06 0 -3601.98 -0.0774009 0 -1.11554e+07 -4.82838e-05 
1 1529 0.128 0.25 0 -0.197597 -6.6708e-06 0 -3622.77 -0.0774009 0 -1.14421e+07 -4.95489e-05 
1 1529 0.128 0.25 0 -0.202214 -6.7689e-06 0 -3642.94 -0.0774009 0 -1.17309e+07 -5.08248e-05 
1 1529 0.128 0.25 0 -0.206856 -6.867e-06 0 -3662.49 -0.0774009 0 -1.20219e+07 -5.21112e-05 
1 1529 0.128 0.25 0 -0.211522 -6.9651e-06 0 -3681.44 -0.0774009 0 -1.23149e+07 -5.34079e-05 
1 1529 0.128 0.25 0 -0.216211 -7.0632e-06 0 -3699.79 -0.0774009 0 -1.26099e+07 -5.47149e-05 
1 1529 0.128 0.25 0 -0.220923 -7.1613e-06 0 -3717.57 -0.0774009 0 -1.29069e+07 -5.60319e-05 
1 1529 0.128 0.25 0 -0.225657 -7.2594e-06 0 -3734.76 -0.0774009 0 -1.32058e+07 -5.73588e-05 
1 1529 0.128 0.25 0 -0.230411 -7.3575e-06 0 -3751.39 -0.0774009 0 -1.35067e+07 -5.86954e-05 
