create_atoms     1    single    -0.00273963    -0.00272462     0.0
create_atoms     1    single    -0.00331237    -0.00272462     0.0
create_atoms     1    single    -0.00217941    -0.00260554     0.0
create_atoms     1    single    -0.00387259    -0.00260554     0.0
create_atoms     1    single    -0.00165618    -0.00237259     0.0
create_atoms     1    single    -0.00439582    -0.00237259     0.0
create_atoms     1    single    -0.00267977    -0.00215502     0.0
create_atoms     1    single    -0.0032525    -0.00215502     0.0
create_atoms     1    single    -0.00119283    -0.00203594     0.0
create_atoms     1    single    -0.00211954    -0.00203594     0.0
create_atoms     1    single    -0.00381272    -0.00203594     0.0
create_atoms     1    single    -0.00485917    -0.00203594     0.0
create_atoms     1    single    -0.00433595    -0.00180299     0.0
create_atoms     1    single    -0.00165618    -0.00169929     0.0
create_atoms     1    single    -0.00080959    -0.00161032     0.0
create_atoms     1    single    -0.00285675    -0.00161032     0.0
create_atoms     1    single    -0.00342949    -0.00161032     0.0
create_atoms     1    single    -0.00524241    -0.00161032     0.0
create_atoms     1    single    -0.00229653    -0.00149124     0.0
create_atoms     1    single    -0.00395271    -0.00137736     0.0
create_atoms     1    single    -0.00471919    -0.00137736     0.0
create_atoms     1    single    -0.00127295    -0.00127367     0.0
create_atoms     1    single    -0.00183317    -0.00115459     0.0
create_atoms     1    single    -0.00052323    -0.00111431     0.0
create_atoms     1    single    -0.00552877    -0.00111431     0.0
create_atoms     1    single    -0.00291662    -0.00104071     0.0
create_atoms     1    single    -0.00348935    -0.00104071     0.0
create_atoms     1    single    -0.00433595    -0.000951731     0.0
create_atoms     1    single    -0.00235639    -0.000921635     0.0
create_atoms     1    single    -0.00500555    -0.000881353     0.0
create_atoms     1    single    -0.00098658    -0.000777658     0.0
create_atoms     1    single    -0.0015468    -0.000658585     0.0
create_atoms     1    single    -0.00387259    -0.000615083     0.0
create_atoms     1    single    -0.00034623    -0.000569602     0.0
create_atoms     1    single    -0.00570577    -0.000569602     0.0
create_atoms     1    single    -0.00273963    -0.000496007     0.0
create_atoms     1    single    -0.00331237    -0.000496007     0.0
create_atoms     1    single    -0.00462232    -0.000455728     0.0
create_atoms     1    single    -0.00207003    -0.000425628     0.0
create_atoms     1    single    -0.00518254    -0.000336649     0.0
create_atoms     1    single    -0.00080959    -0.000232954     0.0
create_atoms     1    single    -0.00415896    -0.000119079     0.0
create_atoms     1    single    -0.00136982    -0.000113875     0.0
create_atoms     1    single    -0.00028637    2.1182e-33     0.0
create_atoms     1    single    -0.00245326    0     0.0
create_atoms     1    single    -0.003026    0     0.0
create_atoms     1    single    -0.00359874    9.078e-34     0.0
create_atoms     1    single    -0.00576563    0     0.0
create_atoms     1    single    -0.00468218    0.000113875     0.0
create_atoms     1    single    -0.00189304    0.000119079     0.0
create_atoms     1    single    -0.00524241    0.000232954     0.0
create_atoms     1    single    -0.00086946    0.000336649     0.0
create_atoms     1    single    -0.00398197    0.000425628     0.0
create_atoms     1    single    -0.00142968    0.000455728     0.0
create_atoms     1    single    -0.00273963    0.000496007     0.0
create_atoms     1    single    -0.00331237    0.000496007     0.0
create_atoms     1    single    -0.00034623    0.000569602     0.0
create_atoms     1    single    -0.00570577    0.000569602     0.0
create_atoms     1    single    -0.00217941    0.000615083     0.0
create_atoms     1    single    -0.0045052    0.000658585     0.0
create_atoms     1    single    -0.00506542    0.000777658     0.0
create_atoms     1    single    -0.00104645    0.000881353     0.0
create_atoms     1    single    -0.00369561    0.000921635     0.0
create_atoms     1    single    -0.00171605    0.000951731     0.0
create_atoms     1    single    -0.00256265    0.00104071     0.0
create_atoms     1    single    -0.00313538    0.00104071     0.0
create_atoms     1    single    -0.00052323    0.00111431     0.0
create_atoms     1    single    -0.00552877    0.00111431     0.0
create_atoms     1    single    -0.00421883    0.00115459     0.0
create_atoms     1    single    -0.00477905    0.00127367     0.0
create_atoms     1    single    -0.00133281    0.00137736     0.0
create_atoms     1    single    -0.00209929    0.00137736     0.0
create_atoms     1    single    -0.00375547    0.00149124     0.0
create_atoms     1    single    -0.00080959    0.00161032     0.0
create_atoms     1    single    -0.00262251    0.00161032     0.0
create_atoms     1    single    -0.00319525    0.00161032     0.0
create_atoms     1    single    -0.00524241    0.00161032     0.0
create_atoms     1    single    -0.00439582    0.00169929     0.0
create_atoms     1    single    -0.00171605    0.00180299     0.0
create_atoms     1    single    -0.00119283    0.00203594     0.0
create_atoms     1    single    -0.00223928    0.00203594     0.0
create_atoms     1    single    -0.00393246    0.00203594     0.0
create_atoms     1    single    -0.00485917    0.00203594     0.0
create_atoms     1    single    -0.0027995    0.00215502     0.0
create_atoms     1    single    -0.00337223    0.00215502     0.0
create_atoms     1    single    -0.00165618    0.00237259     0.0
create_atoms     1    single    -0.00439582    0.00237259     0.0
create_atoms     1    single    -0.00217941    0.00260554     0.0
create_atoms     1    single    -0.00387259    0.00260554     0.0
create_atoms     1    single    -0.00273963    0.00272462     0.0
create_atoms     1    single    -0.00331237    0.00272462     0.0
